Name,Artist,Topic,Lyrics
Pussy Talk,City Girls,Sexually Explicit,"Boy, this pussy talk English, Spanish, and French (Hello) Boy, this pussy talk Euros, dollars, and yens Boy, this pussy talk Bentleys, Rovers, and Benz Boy, this pussy fly private to islands, to M's Boy, this pussy talk Birkin, Gucci, Chanel (Eeow) Boy, this pussy talk Louis, Pucci, YSL (YSL) Boy, this pussy make movies, wetter than a whale Boy, this pussy be choosing, draft, NFL (Ching, ching) [Post-Chorus: Yung Miami] Don't nothin' but this cash make this pussy talk (Ayy, ayy) Don't nothin' but a bag make this pussy talk (Ayy) Don't nothin' but this cash make this pussy talk (Oww) Don't nothin' but a bag make this pussy talk [Verse 1: JT] Ayy, look, this pussy extort these niggas (Facts) Pussy be like, ""Can you afford me, nigga?"" Broke niggas in my face, pussy ignore these niggas For the bag, pussy speak poetry, nigga Boy, this pussy from the hood (Ayy) This pussy from the projects This pussy so ghetto, this pussy speak ebonics This pussy snatched back, playin' tug-of-war Turn a nigga gang-gang, he gon' go to war (Gang, gang) You want this pussy real bad? Say, ""Pretty please"" (Please) Cop me baguetties, make my wrist freeze (Ice) Got niggas overseas goin' crazy 'bout me (Loco) Jamaican, Cuban, French, Japanese [Chorus: Yung Miami] Boy, this pussy talk English, Spanish, and French (Hello) Boy, this pussy talk Euros, dollars, and yens Boy, this pussy talk Bentleys, Rovers, and Benz Boy, this pussy fly private to islands, to M's Boy, this pussy talk Birkin, Gucci, Chanel (Eeow) Boy, this pussy talk Louis, Pucci, YSL (YSL) Boy, this pussy make movies, wetter than a whale Boy, this pussy be choosing, draft, NFL (Ching, ching) [Post-Chorus: Yung Miami] Don't nothin' but this cash make this pussy talk (Talk) Don't nothin' but a bag make this pussy talk (Pussy talk) Don't nothin' but this cash make this pussy talk (Pussy talk) Don't nothin' but a bag make this pussy talk (Pussy talk) [Verse 2: Doja Cat] Pussy talented, it do cartwheels And he pay 'cause he like how that part feel (Yeah) Pussy give speeches, heartfelt Said the pussy really talk like it Garfield (It do) Said I got a way with my lips Poker face, daddy, you know I don't play with my chips (Mmm) Play with my food, play with my tits No game so the money make me play with my clit (Ahh) Talk out your act, you gon' get that cat If that shit lookin' fat, throw another stack She break her back, you know, put it on the map Wanna make that shit talk? You should probably bring a bag [Chorus: Yung Miami] Boy, this pussy talk English, Spanish, and French (Hello) Boy, this pussy talk Euros, dollars, and yens Boy, this pussy talk Bentleys, Rovers, and Benz Boy, this pussy fly private to islands, to M's Boy, this pussy talk Birkin, Gucci, Chanel (Eeow) Boy, this pussy talk Louis, Pucci, YSL (YSL) Boy, this pussy make movies, wetter than a whale Boy, this pussy be choosing, draft, NFL (Ching, ching) [Post-Chorus: Yung Miami] Don't nothin' but this cash make this pussy talk (Talk) Don't nothin' but a bag make this pussy talk (Pussy talk) Don't nothin' but this cash make this pussy talk (Pussy talk) Don't nothin' but a bag make this pussy talk (Pussy talk) [Verse 3: Yung Miami] Ugh, boy, this pussy bilingual (Hola) Antisocial, this pussy don't mingle (Period) Don't go broke or this pussy going single ""Ho ho ho,"" pussy turn him Kris Kringle (Santa) I bet your nigga disappear if this pussy speak (Yup) Ho, we can't be friends if your pussy cheap (Nah) Spend a million with this pussy, you could get a week (Uh) I ain't talkin' 'bout dinner when I tell him, ""Eat"" Ugh, boy, this pussy worth a felony (Yup) This pussy goin' places pussy niggas never be My nigga told me, ""This pussy made a better me"" (Summer) I feed a dog ass nigga, pussy Pedigree [Chorus: Yung Miami] Boy, this pussy talk English, Spanish, and French (Hello) Boy, this pussy talk Euros, dollars, and yens Boy, this pussy talk Bentleys, Rovers, and Benz Boy, this pussy fly private to islands, to M's Boy, this pussy talk Birkin, Gucci, Chanel (Eeow) Boy, this pussy talk Louis, Pucci, YSL (YSL) Boy, this pussy make movies, wetter than a well Boy, this pussy be choosing, draft, NFL (Ching, ching) [Post-Chorus: Yung Miami] Don't nothin' but this cash make this pussy talk (Talk) Don't nothin' but a bag make this pussy talk (Pussy talk) Don't nothin' but this cash make this pussy talk (Pussy talk) Don't nothin' but a bag make this pussy talk (Pussy talk)"
Cybersex,Doja Cat,Sexually Explicit,"I wanna touch on you You see me in my room Wish you were here right now All of the things I'd do I wanna get freaky on camera I love when we get freaky on camera We freak on the cam Love at first sight, just a link to the 'Gram Pussy all pink with a tan And I play with it 'til my middle fingers are cramped up Swipe right 'cause he thick and he handsome Love a sneak peek when you freak, can we cam up? No shot to the screen, put your hands up Make it pop in your face like a Samsung And that's my nigga, better yet, that's my hitta He don't lick goons and if you do you could go missin' Met him on Tinder, he just swiped left on bitches And he don't even scroll through Insta 'Less he going through my pictures I wanna touch on you You see me in my room Wish you were here right now All of the things I'd do I wanna get freaky on camera I love when we get freaky on camera Is you into that? (Into that, is you into that? Uh-huh) Let's break the internet (internet, on the internet, oh ohh) We do it the best (it the best, doin' it the best, uh-uhh) When we have cybersex (cybersex, havin' cybersex) (Oh-ooh) When he off work, he calling me on Skype (yeah!) Trust me when I meet him, I'm fucking him on sight (yeah) Lemme see you can beat it, I'm feelin' just like Mike (okay, okay) Huh-oh, stuff that 'til I drown in all of your pics Can't scroll down 'cause some of them dicks Nigga, my parents going through my shit (my shit, my shit) Huh-oh, can't give head, you give me the Facetime Nigga, you a creep, I saw you on Dateline You ain't gettin pussy, you fucking a A.I Huh-oh, what a time to be alive Living in the future, blinging on my hotline I wanna touch on you You see me in my room Wish you were here right now All of the things I'd do I wanna get freaky on camera I love when we get freaky on camera I wanna touch on you You see me in my room Wish you were here right now All of the things I'd do I wanna get freaky on camera I love when we get freaky on camera Is you into that? (Into that, is you into that? Uh-huh) Let's break the internet (internet, on the internet, oh oh) We do it the best (it the best, doin' it the best, uh-uh) When we have cybersex (cybersex, havin' cybersex) (Oh-ooh)"
3 musketeers,ppcocaine,Sexually Explicit,"(Sp—, Sp—, Spain, what you doing?) Hey Daddy Kaine! (Listen up) I got bitches (You got bitches?) Haha, ayy, ayy Tell lil' shorty, ""Come here"" (Ayy, ayy, ayy, ayy) Trap Bunnie Bubbles [Verse 1: ppcocaine] Bitch, I still get checks from my ex You thinkin' that she yours but she movin' to the next (The next) No bitch can compare, they all think I'm the best (Fuckin' right) Real witch bitch, put yo' ass in a hex (Voodoo) Bitch, I got big stack, big flex (Big flex) Baby call my phone, tryna blow her tax check Call me a nympho 'cause I like good sex (Oh) But don't be mad when you going through my texts [Chorus: ppcocaine] Ayy, ayy, tell lil' shorty come here (Come here) I'm tryna blow her back out, walking funny for the year (Wobble, wobble) Tell me that you want me, that's the shit I always hear I got three bitches on me like the three musketeers Ayy, ayy (Musketeers), tell lil' shorty come here (Come here) I'm tryna blow her back out, walking funny for the year (Wobble, wobble) Tell me that you want me, that's the shit I always hear (Always hear it) I got three bitches on me like the three musketeers [Verse 2: ppcocaine] Bitch, shake that ass or kick rocks (Kick rocks) Fuck a situationship, I'm tryna see that box Saw her on her Tinder, said she like long walks (On the beach) Runnin' with my phone but bitch who got these locks? Dumb ho, who bought this motherfuckin' phone? Yeah, shorty love it 'cause I'm making her moan Try to find another bitch, get hit in the dome Yeah, I know I am a queen 'cause I'm sitting on the throne [Chorus: ppcocaine] Ayy, ayy, tell lil' shorty come here (Come here) I'm tryna blow her back out, walking funny for the year (Wobble, wobble) Tell me that you want me, that's the shit I always hear (Always hear it) I got three bitches on me like the three musketeers Ayy, ayy (Musketeers), tell lil' shorty come here (Come here) I'm tryna blow her back out, walking funny for the year (Wobble, wobble) Tell me that you want me, that's the shit I always hear (Always hear it) I got three bitches on me like the three musketeers [Verse 3: NextYoungin] Hey, gang, NextYoungin It's Daddy Kaine in this bitch (Ayy) Pull up to the function and she tryna get lit Shorty talkin' foreign, yeah, I'm thinking she a Brit Never stay strapped 'cause my brothers with the shit Keep talking money 'til they hit you with a lick (Baow) All yo' shit fake but there's Gucci on my fit She want bread for the head but no, I'm not a trick (Nah) Switchin' up the roles, charge a rack for the flick Keeping dirty money but my hands still clean (Yup) Bitch is high tech, yeah, I think she off the lean Don't try to kiss me, ho, you need some Listerine Drown in this money, all you see on me is green I bought her a Perc' and I bought her a bean Now she blowin' up my phone so I know that she a fiend Got her in her feelings, tell her bestie that I'm mean No, I never need no hoes, I just pass 'em to the team [Chorus: NextYoungin & ppcocaine] Ayy, ayy, tell lil' shorty come here (Come here) I'm tryna blow her back out, walking funny for the year (Walking funny) Tell me that you want me, that's the shit I always hear (Ha) I got three bitches on me like the three musketeers Ayy, ayy, tell lil' shorty come here (Come here) I'm tryna blow her back out, walking funny for the year (Wobble, wobble) Tell me that you want me, that's the shit I always hear I got three bitches on me like the three musketeers (Musketeers)"
Tap in,Saweetie,Sexually Explicit,"Don't ever stop if you want to be on top, bitch Lil' waist, fat ass, bitch, tap in Tap, tap, tap in Diamonds dancin' on your neck, nigga, tap in Tap, tap, tap in Fuck a nigga, get rich, bitch, tap in Tap, tap, tap in M-O-B, icy gang, nigga, tap in (hmm) Tap, tap, tap in (ayy) Wrist on glitter (ayy), waist on thinner (ayy) I'ma show you how to bag a eight-figure nigga (hoo) Face on my zaddy (sheesh), pockets on Jigga (hoo) You better get the card and make it swipe like tinder (phew) Private villa and the fur chinchilla (ha) When he post me, all the hoes get sicker (blah) Fuckboy killer, I don't need fillers (nope) Never been a lame so the real bitches feel it (yeah) Daddy on the Facetime, you could never take mine End up on the dateline, uh, uh, uh (bitch) Rich with no day job, bitch, hit your wop, wop Always on the court side, uh-huh, huh B-b-billionaire niggas wanna eat me out (hahaha) Bitch, I'm from the west coast, they wanna go down south All these lame ass niggas tryna fuck for clout Hmm, I won't let him hit but he can put it in his mouth Lil' waist, fat ass, bitch, tap in Tap, tap, tap in Diamonds dancin' on your neck, nigga, tap in Tap, tap, tap in Fuck a nigga, get rich, bitch, tap in Tap, tap, tap in M-O-B, icy gang, nigga, tap in (mm-hmm, yeah) Tap, tap, tap in You got a itty-bitty waist (huh?), pretty in the face (what?) Never let a broke nigga take you on a date (nah) Nah, haters can't relate, bitch, I've never been fake (girl, bye) I got a real nigga puttin' icing on my cake (mwah) Icy from my lips to my fingers to my toenails Drippin' in Chanay-nay, this ain't goin' on sale All these hoes boosie, baby, I do not do friends well Lotta niggas pussy, but I promised that I won't tell Hmm, now, what's my favorite word? (Icy) Bitch gon' smile, but I know she don't like me Two hundred for a verse, bitch, I'm way too pricey Fuck around and bring back hyphy Lil' waist, fat ass, bitch, tap in Tap, tap, tap in Diamonds dancin' on your neck, nigga, tap in Tap, tap, tap in Fuck a nigga, get rich, bitch, tap in Tap, tap, tap in M-O-B, icy gang, nigga, tap in Tap, tap, tap in"
DripDemeanor,Missy Elliot,Sexually Explicit,"[Intro: Missy Elliott] Hello baby This is a Missy Elliott exclusive (Uh) [Verse 1: Missy Elliott] He just wanna get me hot He just tryna get my twat He wanna taste of my goodies He say it taste like butterscotch Boy you cannot get me locked You tryna get me you get blocked Unless you tryna marry me My ring must be big as a rock I open up my candy shop, my panties drop You see what I got, ya I got the strawberries and berries, them chocolates nice All in the box You better stop, 'cause I am the cream of the crop Baby you know what I got I'm top notch [Chorus: Sum1] I keep rubbin' 'til your body start to tweak, ahh When you push up on it, put that thang on me boy What's popping, baby? Can you put me to sleep, yeah Every time you see me, do me dirty, yeah I'll be back, I talk that, I want that shit bad I can't wait 'til midnight, baby come see me I-I-I-I-I-I-I, oh, I-I-I-I-I-I-I [Verse 2: Missy Elliott] If I am your girl or your chick Don't treat me like I'm just a bitch Boy you don't try to play stick 'Cause Missy not chasin' your **** Boy you don't wanna get hit, you's a trip 'round your boys You be flippin' that script Tell me why you be frontin', you know you so pussy-whipped I am the best that it get, when I kiss on ya lips and I'm throwin' these **** All on your face, let you taste on this cake When I shake it I might let you lick Licky-lick the kitty-kit, let you hit it real quick I'm fit like a brick I'm hot as one can get This shit is so lit [Chorus: Sum1] I keep rubbin' 'til your body start to tweak, ahh When you push up on it, put that thang on me boy What's popping, baby? Can you put me to sleep, yeah Every time you see me, do me dirty, yeah I'll be back, I talk that, I want that shit bad I can't wait 'til midnight, baby come see me I-I-I-I-I-I-I, oh, I-I-I-I-I-I-I [Verse 3: Sum1] Softly, tell me would you stay baby You know I give you more than she I know just where you wanna be, yeah Hair-do wild, make-up on your favorite pillow, baby Louder than the TV, knockin' boots We rockin' to, probably music playin' I wish you could see what I see, baby Comin' for you, boy, don't you say a thing [Verse 4: Missy Elliott] Baby why you so thirst? (Thirst) Boy you just a big flirt (Flirt) You know I got a main No, this ***** not yours (Yours) You just tryna pop the churrs You get kicked to the curb (Curb) I know want this big old donk But you must wife this chick first I'm lookin' for a romance (Woo), we could hold hands (Woo) Handstand, do a lap dance (Woo) Yeah I want a black man that eat it up like Pac-Man Boy you stop playin' (Woo), stop playin' This be the jam, Miss don't really give a damn [Outro: Missy Elliott, Sum1] I don't give a damn, I don't give a damn I don't-I don't-I don't give a damn, I don't give a damn (Woo) I don't give a damn, I don't give a damn I don't-I don't-I don't give a damn, I don't give a damn (Woo) Ahh-ahh-ahh, yeah-yeah-yeah-yeah Oh, with you babe, yeah-yeah-yeah-yeah-yeah"
Get your freak on,Missy Elliot,Sexually Explicit,"Missy be puttin' it down I'm the hottest 'round I told y'all mother-ooh Y'all can't stop me now Listen to me now I'm lasting twenty rounds And if you want me (nigga) Then come on, get me now Is you with me now? Then biggie-biggie-bounce I know you dig the way I sw-sw-switch my style (Holla) People sing around Now people gather 'round Now people jump around Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your, get your, get your, get your, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your, get your, get your, get your, get your freak on Is that your chick? People you don't know Me and Timbaland been hot since twenty years ago What the dealio? Now what the drilly, yo If you wanna battle then (nigga) let me know Holla, gotta feel me son Let me throw you some People here I come Now sweat me when I'm done We got the radio shook like we got a gun Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your, get your, get your, get your, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your freak on Go, get your, get your, get your, get your, get your freak on Quiet! Shh, hush your mouth Silence when I spit it out, in your face Open your mouth, give you a taste Holla, ain't no stoppin' me Copywritten, so don't copy me Y'all do it, sloppily And y'all can't come close to me I know you feel me now (yes) I know you hear me loud (yes) I scream it loud and proud (yes) Missy gon' blow it down (yes) People gon' play me now (yes In and out of town (yes) 'Cause I'm the best around (yes) With the crazy style"
Suck My Dick,Lil' Kim,Sexually Explicit,"To all my motherfuckin' gettin' money hoes Used to sellin clothes And all my ghetto bitches in the projects Coming through like bulldozers No, we ain't sober Bum bitches know better than to start shit Niggas love a hard bitch One that get up in a nigga's ass quicker than an enema Make a cat bleed then sprinkle it with vinegar Kidnap the senator Make him call his wife and say he never coming home Kim got him in a zone beating they dicks Even got some of these straight chicks rubbing their tits What? I'm loving this shit Queen Bitch! What bitch you know can thug it like this? Imagine if I was dude and hittin' cats from the back With no strings attached Yeah nigga, picture that! I treat y'all niggas like y'all treat us No Doubt! Ay yo, yo Come here so I can bust in ya mouth Nigga FUCK YOU (No, FUCK YOU BITCH) Who you talking to? (Why you actin' like a BITCH?) Cause y'all niggas ain't shit And if I was dude I'd tell y'all to suck my dick Nigga FUCK YOU (No, FUCK YOU BITCH) Who you talking to? (Why you actin' like a BITCH?) Cause y'all niggas ain't shit And if I was dude I'd tell y'all to suck my dick No, no, no, no All I wanna do is get my pussy sucked (Nigga!) Count a million bucks in the back of an armor truck While I get you fucked up off the T.O.N.Y. The BX, the chron-chron And the list goes on and on (On and on and on) Like Erykah Badu Once he drink the Remi down Ooh I got this nigga now He asked me did I love him I said what came to mind like niggas be doing Yeah baby, I love you long time Look I ain't tryin' to suck ya I might not even fuck ya Just lay me on this bed and give me some head Got the camcord layin' in the drawer where he can't see Can't wait to show my girls he sucked the piss out my pussy Been doin' this for years, no need to practice Take lessons from the Queen and you'll know how to mack this Niggas know he gave me all his cake I peeled the Benji's off and threw the singles back in his face Nigga FUCK YOU (No, FUCK YOU BITCH) Who you talking to? (Why you actin' like a BITCH?) Cause y'all niggas ain't shit And if I was dude I'd tell y'all to suck my dick Nigga FUCK YOU (No, FUCK YOU BITCH) Who you talking to? (Why you actin' like a BITCH?) Cause y'all niggas ain't shit And if I was dude I'd tell y'all to suck my dick I'mma keep it real For the dough I might kill I'm try-na see my face on a hundred dollar bill Met this dude name Jaleel at this Abdulla fight He said he'd pay me ten grand just to belly dance Cum all on his pants I met him at the studio He showed up with his homeboy named Julio I said 'Whoa! Who's the other guy?' Hope you know you paying extra for this fuckin' third eye Something about him, I knew he was a phony Put the burner in his mouth 'Fool, Give me my money!' He was just a nigga frontin' like he knew mad stars In his homeboy's whips like he got mad cars Niggas ain't shit but they still can trick All they can do for me is suck my clit I'm jumpin' up and up after I cum Thinkin' they gon' get some pussy but they gets none Nigga FUCK YOU (No, FUCK YOU BITCH) Who you talking to? (Why you actin' like a BITCH?) Cause y'all niggas ain't shit And if I was dude I'd tell y'all to suck my dick Nigga FUCK YOU (No, FUCK YOU BITCH) Who you talking to? (Why you actin' like a BITCH?) Cause y'all niggas ain't shit And if I was dude I'd tell y'all to suck my dick"
Cumshot,Cupcakke,Sexually Explicit,"For 10.99 you can hit it from behind Video me giving you head that's Facetime (Ha, ha, ha) Murder my pussy without the gunshot Just shoot me up my ass crack with a cum shot Sore out my body like pilates, boy don't stop Just cover all my gums up with a cum shot Cum shot, cum shot In my crotch, my crotch (Cum shot, cum shot In my crotch, my crotch) Do anything that you say bae, you ain't gotta wait bae Place a lot of nut inside my mouth like a Payday Sex never get old it will never expire Pussy worked it so hard it might need to retire Coochie fat as fuck it weigh like 50 pounds I bent this thing over like I took a bow Dick in my pum pum may get lost and drown Niggas get in this pussy and lose in lost and found Now you wanna act like you starstruck Pussy woke you up like some Starbucks I give you so much head even though you love ass That yo pubic hair starting to make me a mustache But that's some other shit, this pussy smother dick BET where the fuck my award for sucking dick? I like the way you stroking it daddy keep focusing You the first to come inside like this pussy the grand opening Murder my pussy without the gunshot Just shoot me up my ass crack with a cum shot Sore out my body like pilates, boy don't stop Just cover all my gums up with a cum shot Cum shot, cum shot In my crotch, my crotch (Cum shot, cum shot In my crotch, my crotch) I'm more happy than a happy meal those jaws work Celebrity with a wet pussy call that Starburst Can I measure it with a ruler, papi chulo? Hit a split on that dick in the back of the Uber Pussy bust open like I'm going in labor The coochie to the booty it got different flavors Anytime I wanna make my ass smack on yo cock You better pop up out the blue like Jack in the Box I'm frisky I might give that dick a hickey If sucking dick was a drug I'm overdosing like Whitney Drop it in my kitty let me feel it in my kidney Yo pants full of dick so we calling em Dickies I fuck niggas and get fucked without a ring Pussy taste like pork chops and sour cream Place you in a dream once I give you this sample Then I model yo sperm just call me Naomi Campbell Murder my pussy without the gunshot Just shoot me up my ass crack with a cum shot Sore out my body like pilates, boy don't stop Just cover all my gums up with a cum shot Cum shot, cum shot In my crotch, my crotch (Cum shot, cum shot In my crotch, my crotch) Yo balls sagging, I'm gagging and its taking my oxygen Suck it so good have you shocker than Chaka Khan Whoa, whoa minute man that's a no no Buy me gifts than I turn into yo ho ho What's the rush? Can I douche or do you want a stank twat? Pussy dripping on that dick like a raindrop Wanted the big dick until you made me face it Dick was so hard it broke my tooth I need braces How can a nigga ever hate this pussy? I walk into the barber like ""shave this pussy"" I took off my shorts, long story short (oh yeah) That nigga ate this pussy! Fuck every hole on my body that's including my ear Keep my panties when you done as a souvenir Freakiest girl in the world if you wanna get technical Don't test me unless its with your testicles Taking trips, I'm skinny dippin and then let's fuck in McDonalds Caramel Frappe full of cum boy you know that's the motto I understand you get aroused when my cookies slip I wear my Kylie Jenner lipstick on my pussy lips On my pussy lips, on my pussy lips I understand you get aroused when my cookies slip I wear my Kylie Jenner lipstick on my pussy lips"
Magic Stick,Lil' Kim,Sexually Explicit,"I got the magic stick I know if I can hit once, I can hit twice I hit the baddest chicks Shorty don't believe me, then come with me tonight And I'll show you maaagic (What? What?) Maaagic I got the magic stick I'm a freak to the core Get a dose once, you goin' want some more My tongue touch ya girl, ya toes bound to curl This exclusive shit I don't share with the world I have you up early in the mornin', moanin' Back shot, proper or low can't stop us Been a fiend for this since Rakim made hits Get the position down pat, then it's time to switch I'll rock the boat, I'll work the middle I skeet it up, straight beat it up.. ... And I ain't in the hood with my toast out loc'n I'm in the telly workin' up a sweat strokin' Tonight's the night, you can fall in love You can call your mama right now, tell her you met a thug I pop a lot of shit cause I can back it up My left stroke's the death stroke I got the magic clit I'm on fire, lick once, I get licked twice I am the baddest chick Shorty you don't believe me, then come with me tonight And I'll show you maaagic (What? What?) Maaagic, uh-huh uh-huh I got the magic clit Lil' Kim not a whore But I sex a nigga so good, he gotta tell his boys When it, come to sex don't test my skills 'Cause my head game have you HEAD over heels Give a nigga the chills, have him pay my bills Buy matchin' Lambo's with the same color wheels ... And I ain't out shoppin' spendin' dudes see-notes I'm in the crib givin' niggaz deep throat Tonight Lil' Kim goin' have you in the zone Girls, call ya crib, I'm answerin' the phone Guys want to wife me and give me the ring I'll do it anywhere, anyhow, I'm down for anything Couple of humps, give a nigga goosebumps This junk in my trunk ain't made for chumps When Lil' Kim's around you don't need to lie It's the ""Drugs"" baby, I'm makin' ya HIGH!! I got the magic stick I know if I can hit once, I can hit twice (I am the baddest chick) (Shorty you don't believe me, then come with me tonight) (And I'll show you maaagic - what? What?) Maaagic (uh-huh, uh-huh) (I got the magic clit)"
Deepthroat,Cupcakke,Sexually Explicit,"Hump me, fuck me Daddy better make me choke (You better) Hump me, fuck me My tunnel loves to deep throat (It do) Lick, lick, lick, lick (I lick it) I want to eat yo' dick (I do) But I can't fuck up my nails (I can't) So I'ma pick it up with chopsticks Mouth wide open, mouth wide open Mouth wide open like I was at the dentist Mouth wide open, mouth wide open Put it so deep, I can't speak a sentence Mouth wide open (Ah), mouth wide open (Ah) Mouth wide open like I was at the dentist Mouth wide open (Ah), mouth wide open (Ah) Put it so deep, I can't speak a sentence My fingers in it, gentle (Yeah) Explore this nigga mental I'ma write my name on his dick (His dick) Don't need a pen or a pencil (No, I don't) All I need is my body (My body) My pussy pink just like salami (Ooh) Don't need no drink to get naughty (No) 'Cause bitch, I'm not Bill Cosby (I'm not) My pussy mean, and it's clean (It is) I'm not a squirter, I cream (Squirts girl) Keep it smelling like baby wipes I never smell like sardines (Ew) This will never fucking end (It won't) Ballerina that dick when I spin (I do it) I fucked this nigga so good I ain't swallow one kid, I think I swallowed twins (Ah) Hump me, fuck me Daddy better make me choke (You better) Hump me, fuck me My tunnel loves to deep throat (It do) Lick, lick, lick, lick (I lick it) I want to eat yo' dick (I do) But I can't fuck up my nails (I can't) So I'ma pick it up with chopsticks Mouth wide open, mouth wide open Mouth wide open like I was at the dentist Mouth wide open, mouth wide open Put it so deep, I can't speak a sentence Mouth wide open (Ah), mouth wide open (Ah) Mouth wide open like I was at the dentist Mouth wide open (Ah), mouth wide open (Ah) Put it so deep I can't speak a sentence Just come put it down my butt (My butt) Let's shoot a movie, no cuts Ride the dick, get my nipples licked That's breastfeeding while we fuck (Sexy) Finna get the dick wet and firm (Firm) You better sweat me out of my perm (My perm) Can't wait 'til it's my turn I wanna blow bubbles with sperm Wanna hit it from the back Let me arch my back Once I arch my back That mean attack this pussy Don't need a porn star 'Cause I'm the moderin' All my spit on his dick Sound like I'm gargling Make him bust three nuts, is the test (Ah) My panties stuck in my ass (Ah) So I pulled them down to show him the pearl Made his pubic hairs curl fast Fuck this pussy Fuck this pussy Fuck this pussy Come fuck this pussy Fuck this pussy Fuck this pussy Fuck this pussy Come fuck this pussy"
